,event,age,height,weight,VR_exp,sport_fre,personality,familiarity,cut_mean,speed_mean,space_max,space_mean
57,2,21,170,70,2,1,1,0,False,False,False,True
58,3,21,170,70,2,1,1,0,False,False,False,True
59,4,21,170,70,2,1,1,0,False,False,False,True
60,1,22,175,55,1,6,1,0,False,False,False,False
61,2,22,175,55,1,6,1,0,True,False,True,False
62,3,22,175,55,1,6,1,0,False,False,False,False
63,4,22,175,55,1,6,1,0,True,False,False,False
64,1,20,173,70,3,2,2,1,True,True,True,True
65,2,20,173,70,3,2,2,1,True,True,True,False
66,3,20,173,70,3,2,2,1,True,True,True,True
67,4,20,173,70,3,2,2,1,True,True,True,True
68,1,19,166,50,1,4,1,0,True,True,True,False
69,2,19,166,50,1,4,1,0,False,True,True,False
70,3,19,166,50,1,4,1,0,True,True,False,False
71,4,19,166,50,1,4,1,0,True,True,True,False
72,1,19,174,79,2,1,1,0,True,True,True,True
73,2,19,174,79,2,1,1,0,True,True,True,True
74,3,19,174,79,2,1,1,0,True,True,True,True
75,4,19,174,79,2,1,1,0,True,True,True,True
76,1,22,168,72,2,1,1,0,True,True,False,False
77,2,22,168,72,2,1,1,0,True,True,False,False
78,3,22,168,72,2,1,1,0,True,True,False,False
79,4,22,168,72,2,1,1,0,True,True,False,False
80,1,22,163,60,2,2,2,1,True,True,True,False
81,2,22,163,60,2,2,2,1,True,False,True,False
82,3,22,163,60,2,2,2,1,True,False,False,False
83,4,22,163,60,2,2,2,1,True,False,False,True
84,1,22,168,54,1,4,1,0,True,False,False,True
85,2,22,168,54,1,4,1,0,True,False,False,False
86,3,22,168,54,1,4,1,0,True,True,False,False
87,4,22,168,54,1,4,1,0,True,False,False,False
88,1,22,180,75,2,2,2,0,True,True,False,False
89,2,22,180,75,2,2,2,0,True,False,False,False
90,3,22,180,75,2,2,2,0,False,False,False,False
91,4,22,180,75,2,2,2,0,True,False,False,False
92,1,20,176,69,3,2,1,1,False,False,False,False
93,2,20,176,69,3,2,1,1,False,False,False,False
94,3,20,176,69,3,2,1,1,True,True,False,False
95,4,20,176,69,3,2,1,1,False,False,False,False
96,1,19,173,69,1,2,1,0,False,False,False,False
97,2,19,173,69,1,2,1,0,False,False,False,False
98,3,19,173,69,1,2,1,0,False,False,False,False
99,4,19,173,69,1,2,1,0,False,False,False,False
100,1,21,178,70,1,1,1,1,True,True,True,True
101,2,21,178,70,1,1,1,1,True,True,True,True
102,3,21,178,70,1,1,1,1,True,False,True,True
103,4,21,178,70,1,1,1,1,True,True,True,True
104,1,19,180,85,1,3,2,0,False,False,True,True
105,2,19,180,85,1,3,2,0,False,False,True,True
106,3,19,180,85,1,3,2,0,False,False,False,True
107,4,19,180,85,1,3,2,0,False,False,True,True
108,1,18,163,55,1,2,1,0,False,False,False,False
109,2,18,163,55,1,2,1,0,False,False,False,False
110,3,18,163,55,1,2,1,0,False,False,False,False
111,4,18,163,55,1,2,1,0,False,False,False,False
112,1,19,180,95,1,4,1,0,False,False,False,False
113,2,19,180,95,1,4,1,0,False,False,False,False
114,3,19,180,95,1,4,1,0,False,False,False,False
115,4,19,180,95,1,4,1,0,False,False,False,False
116,1,20,165,60,1,2,2,1,True,True,False,True
117,2,20,165,60,1,2,2,1,True,False,True,False
118,3,20,165,60,1,2,2,1,True,True,False,False
119,4,20,165,60,1,2,2,1,True,True,True,True
120,1,19,173,61,2,2,1,0,False,False,False,False
121,2,19,173,61,2,2,1,0,False,False,False,False
122,3,19,173,61,2,2,1,0,False,False,False,False
123,4,19,173,61,2,2,1,0,False,False,False,False
124,1,22,178,80,1,1,2,0,False,True,False,False
125,2,22,178,80,1,1,2,0,False,True,False,False
126,3,22,178,80,1,1,2,0,False,True,False,False
127,4,22,178,80,1,1,2,0,False,True,False,False
128,1,21,160,55,1,1,1,0,False,False,False,False
129,2,21,160,55,1,1,1,0,False,False,False,False
130,3,21,160,55,1,1,1,0,False,False,False,False
131,4,21,160,55,1,1,1,0,False,True,False,False
132,1,18,150,40,2,2,1,1,True,True,True,False
133,2,18,150,40,2,2,1,1,False,True,True,False
134,3,18,150,40,2,2,1,1,True,True,False,False
135,4,18,150,40,2,2,1,1,True,True,True,False
136,1,18,174,61,1,4,2,0,False,False,True,True
137,2,18,174,61,1,4,2,0,False,False,False,False
138,3,18,174,61,1,4,2,0,False,False,False,False
139,4,18,174,61,1,4,2,0,False,False,False,True
140,1,19,168,65,1,6,1,0,False,False,True,True
141,2,19,168,65,1,6,1,0,False,False,True,True
142,3,19,168,65,1,6,1,0,True,True,True,True
143,4,19,168,65,1,6,1,0,True,True,True,True
144,1,19,183,75,1,2,1,0,False,False,False,True
145,2,19,183,75,1,2,1,0,False,False,False,False
146,3,19,183,75,1,2,1,0,False,False,False,True
147,4,19,183,75,1,2,1,0,True,False,False,True
148,1,19,175,73,1,6,1,0,False,False,True,True
149,2,19,175,73,1,6,1,0,False,False,True,True
150,3,19,175,73,1,6,1,0,False,False,True,True
151,4,19,175,73,1,6,1,0,False,False,True,True
152,1,21,185,62,3,3,2,1,True,True,True,False
153,2,21,185,62,3,3,2,1,True,True,True,False
154,3,21,185,62,3,3,2,1,True,True,True,False
155,4,21,185,62,3,3,2,1,True,True,True,False
156,1,24,165,59,1,1,1,1,True,True,True,True
157,2,24,165,59,1,1,1,1,True,True,True,False
158,3,24,165,59,1,1,1,1,True,True,True,False
159,4,24,165,59,1,1,1,1,True,True,True,False
160,1,22,149,44,2,4,1,0,True,True,True,True
161,2,22,149,44,2,4,1,0,True,True,True,True
162,3,22,149,44,2,4,1,0,True,True,False,True
163,4,22,149,44,2,4,1,0,True,True,True,True
164,1,22,183,83,2,6,1,1,False,True,True,True
165,2,22,183,83,2,6,1,1,False,True,True,True
166,3,22,183,83,2,6,1,1,False,True,True,True
167,4,22,183,83,2,6,1,1,False,True,True,True
168,1,22,176,60,1,2,2,1,True,True,True,True
169,2,22,176,60,1,2,2,1,True,True,True,False
170,3,22,176,60,1,2,2,1,True,True,True,True
171,4,22,176,60,1,2,2,1,True,True,True,True
172,1,22,168,55,2,6,1,0,True,True,True,True
173,2,22,168,55,2,6,1,0,True,True,True,True
174,3,22,168,55,2,6,1,0,True,True,True,True
175,4,22,168,55,2,6,1,0,True,True,True,True
176,1,20,187,72,1,6,1,0,True,True,True,True
177,2,20,187,72,1,6,1,0,True,True,True,False
178,3,20,187,72,1,6,1,0,True,True,True,True
179,4,20,187,72,1,6,1,0,True,True,True,True
180,1,23,170,70,1,2,2,0,False,True,False,False
181,2,23,170,70,1,2,2,0,False,False,False,False
182,3,23,170,70,1,2,2,0,False,False,False,False
183,4,23,170,70,1,2,2,0,False,True,False,False
184,1,22,165,60,1,1,1,1,True,True,False,False
185,2,22,165,60,1,1,1,1,True,True,False,False
186,3,22,165,60,1,1,1,1,True,True,False,False
187,4,22,165,60,1,1,1,1,True,True,False,False
188,1,22,165,51,1,1,1,0,False,True,True,True
189,2,22,165,51,1,1,1,0,False,True,False,True
190,3,22,165,51,1,1,1,0,False,True,False,True
191,4,22,165,51,1,1,1,0,True,True,True,True
192,1,24,162,52,1,1,1,0,True,True,True,True
193,2,24,162,52,1,1,1,0,True,True,True,True
194,3,24,162,52,1,1,1,0,False,True,True,True
195,4,24,162,52,1,1,1,0,True,True,True,True
196,1,23,164,55,1,1,1,0,False,False,True,True
197,2,23,164,55,1,1,1,0,False,False,True,True
198,3,23,164,55,1,1,1,0,False,False,True,True
199,4,23,164,55,1,1,1,0,False,False,True,True
200,1,22,173,64,1,1,1,1,True,True,False,True
201,2,22,173,64,1,1,1,1,True,True,False,True
202,3,22,173,64,1,1,1,1,True,True,False,True
203,4,22,173,64,1,1,1,1,True,True,False,True
204,1,22,172,52,1,4,1,1,True,True,False,False
205,2,22,172,52,1,4,1,1,True,True,False,False
206,3,22,172,52,1,4,1,1,True,True,False,False
207,4,22,172,52,1,4,1,1,True,True,False,False
208,1,22,159,48,1,1,2,0,False,False,True,True
209,2,22,159,48,1,1,2,0,False,False,True,True
210,3,22,159,48,1,1,2,0,False,False,False,True
211,4,22,159,48,1,1,2,0,False,False,True,True
212,1,25,160,60,1,1,1,1,True,True,True,False
213,2,25,160,60,1,1,1,1,True,True,True,False
214,3,25,160,60,1,1,1,1,True,True,True,False
215,4,25,160,60,1,1,1,1,True,True,True,False
216,1,23,166,60,1,1,2,1,True,True,True,False
217,2,23,166,60,1,1,2,1,True,True,True,False
218,3,23,166,60,1,1,2,1,True,True,False,False
219,4,23,166,60,1,1,2,1,True,True,True,True
220,1,23,163,50,1,1,1,1,True,True,True,True
221,2,23,163,50,1,1,1,1,True,True,True,True
222,3,23,163,50,1,1,1,1,False,True,True,True
223,4,23,163,50,1,1,1,1,True,True,True,True
224,1,24,165,62,1,1,1,1,True,True,True,True
225,2,24,165,62,1,1,1,1,True,True,True,False
226,3,24,165,62,1,1,1,1,True,True,True,True
227,4,24,165,62,1,1,1,1,True,True,True,True
228,1,21,168,65,2,2,2,1,True,True,False,False
229,2,21,168,65,2,2,2,1,True,True,False,False
230,3,21,168,65,2,2,2,1,True,True,False,False
231,4,21,168,65,2,2,2,1,True,True,False,False
